Station Name,City,State,Date,AQI,Treated
"Khadakpada, Kalyan - MPCB",Kalyan,Maharashtra,6,135,0
"Pimpleshwar Mandir, Kalyan - MPCB",Kalyan,Maharashtra,6,176,0
"Shivaji University, Kolhapur - MPCB",Kolhapur,Maharashtra,6,169,0
"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,Maharashtra,6,98,0
"Sawe Wadi, Latur - MPCB",Latur,Maharashtra,6,242,0
"Kamble Tarf Birwadi, Mahad - MPCB",Mahad,Maharashtra,6,207,0
"Mahesh Nagar, Malegaon - MPCB",Malegaon,Maharashtra,6,191,0
"Bhayandar West, Mira-Bhayandar - MPCB",Mira-Bhayandar,Maharashtra,6,226,0
"Bandra Kurla Complex, Mumbai - IITM",Mumbai,Maharashtra,6,196,0
"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,Maharashtra,6,242,0
"Bandra, Mumbai - MPCB",Mumbai,Maharashtra,6,196,0
"Borivali East, Mumbai - IITM",Mumbai,Maharashtra,6,277,0
"Borivali East, Mumbai - MPCB",Mumbai,Maharashtra,6,112,0
"Byculla, Mumbai - BMC",Mumbai,Maharashtra,6,193,0
"Chakala-Andheri East, Mumbai - IITM",Mumbai,Maharashtra,6,196,0
"Chembur, Mumbai - MPCB",Mumbai,Maharashtra,6,257,0
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,Maharashtra,6,151,0
"Colaba, Mumbai - MPCB",Mumbai,Maharashtra,6,152,0
"Deonar, Mumbai - IITM",Mumbai,Maharashtra,6,245,0
"Ghatkopar, Mumbai - BMC",Mumbai,Maharashtra,6,288,0
"Kandivali East, Mumbai - MPCB",Mumbai,Maharashtra,6,126,0
"Kandivali West, Mumbai - BMC",Mumbai,Maharashtra,6,196,0
"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,Maharashtra,6,196,0
"Khindipada-Bhandup West, Mumbai - IITM",Mumbai,Maharashtra,6,130,0
"Kurla, Mumbai - MPCB",Mumbai,Maharashtra,6,140,0
"Malad West, Mumbai - IITM",Mumbai,Maharashtra,6,265,0
"Mazgaon, Mumbai - IITM",Mumbai,Maharashtra,6,234,0
"Mindspace-Malad West, Mumbai - MPCB",Mumbai,Maharashtra,6,175,0
"Mulund West, Mumbai - MPCB",Mumbai,Maharashtra,6,147,0
"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,Maharashtra,6,256,0
"Powai, Mumbai - MPCB",Mumbai,Maharashtra,6,150,0
"Sewri, Mumbai - BMC",Mumbai,Maharashtra,6,260,0
"Shivaji Nagar, Mumbai - BMC",Mumbai,Maharashtra,6,196,0
"Siddharth Nagar-Worli, Mumbai - IITM",Mumbai,Maharashtra,6,240,0
"Sion, Mumbai - MPCB",Mumbai,Maharashtra,6,144,0
"Vasai West, Mumbai - MPCB",Mumbai,Maharashtra,6,179,0
"Vile Parle West, Mumbai - MPCB",Mumbai,Maharashtra,6,152,0
"Worli, Mumbai - MPCB",Mumbai,Maharashtra,6,196,0
"Ambazari, Nagpur - MPCB",Nagpur,Maharashtra,6,205,0
"Mahal, Nagpur - MPCB",Nagpur,Maharashtra,6,224,0
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,Maharashtra,6,229,0
"Ram Nagar, Nagpur - MPCB",Nagpur,Maharashtra,6,208,0
"Sneh Nagar, Nanded - MPCB",Nanded,Maharashtra,6,159,0
"Gangapur Road, Nashik - MPCB",Nashik,Maharashtra,6,318,0
"Hirawadi, Nashik - MPCB",Nashik,Maharashtra,6,197,0
"MIDC Ambad, Nashik - MPCB",Nashik,Maharashtra,6,196,0
"Pandav Nagari, Nashik - MPCB",Nashik,Maharashtra,6,263,0
"Airoli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,196,0
"Kopripada-Vashi, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,175,0
"Mahape, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,159,0
"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,210,0
"Sanpada, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,167,0
"Sector-19A Nerul, Navi Mumbai - IITM",Navi Mumbai,Maharashtra,6,196,0
"Sector-2E Kalamboli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,97,0
"Tondare-Taloja, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,6,116,0
"Masoom Colony, Parbhani - MPCB",Parbhani,Maharashtra,6,308,0
"Gavalinagar, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,6,286,0
"Park Street Wakad, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,6,161,0
"Savta Mali Nagar, Pimpri-Chinchwad - IITM",Pimpri-Chinchwad,Maharashtra,6,273,0
"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,6,332,0
"Alandi, Pune - IITM",Pune,Maharashtra,6,254,0
"Bhosari, Pune - IITM",Pune,Maharashtra,6,196,0
"Bhumkar Nagar, Pune - IITM",Pune,Maharashtra,6,234,0
"Hadapsar, Pune - IITM",Pune,Maharashtra,6,177,0
"Karve Road, Pune - MPCB",Pune,Maharashtra,6,134,0
"Katraj Dairy, Pune - MPCB",Pune,Maharashtra,6,186,0
"MIT-Kothrud, Pune - IITM",Pune,Maharashtra,6,196,0
"Mhada Colony, Pune - IITM",Pune,Maharashtra,6,166,0
"Panchawati_Pashan, Pune - IITM",Pune,Maharashtra,6,196,0
"Revenue Colony-Shivajinagar, Pune - IITM",Pune,Maharashtra,6,148,0
"Savitribai Phule Pune University, Pune - MPCB",Pune,Maharashtra,6,228,0
"Transport Nagar-Nigdi, Pune - IITM",Pune,Maharashtra,6,196,0
"Vijay Nagar, Sangli - MPCB",Sangli,Maharashtra,6,167,0
"Dnyaneshwar Nagar, Solapur - MPCB",Solapur,Maharashtra,6,154,0
"Ratandeep Housing Society, Solapur - MPCB",Solapur,Maharashtra,6,186,0
"Solapur, Solapur - MPCB",Solapur,Maharashtra,6,119,0
"Kasarvadavali, Thane - MPCB",Thane,Maharashtra,6,147,0
"Upvan Fort, Thane - MPCB",Thane,Maharashtra,6,247,0
"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",Ulhasnagar,Maharashtra,6,251,0
"Bolinj, Virar - MPCB",Virar,Maharashtra,6,234,0
"DM College of Science, Imphal - Manipur PCB",Imphal,Manipur,6,103,0
"Manipur University, Imphal - Manipur PCB",Imphal,Manipur,6,103,0
"JN Stadium, Shillong - Meghalaya PCB",Shillong,Meghalaya,6,48,0
"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,6,48,0
"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,6,48,0
"PWD Juction, Kohima - NPCB",Kohima,Nagaland,6,73,0
"Hakimapada, Angul - OSPCB",Angul,Odisha,6,194,0
"Kalidaspur, Balasore - OSPCB",Balasore,Odisha,6,177,0
"Forest Office, Barbil - OSPCB",Barbil,Odisha,6,121,0
"Meher Colony, Baripada - OSPCB",Baripada,Odisha,6,167,0
"Lingraj Mandir, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,6,208,0
"Patia, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,6,224,0
"Tata Township, Bileipada - OSPCB",Bileipada,Odisha,6,173,0
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,Odisha,6,118,0
"Ferro Chrome Colony, Byasanagar - OSPCB",Byasanagar,Odisha,6,168,0
"CDA Area, Cuttack - OSPCB",Cuttack,Odisha,6,215,0
"Jagamohanpur, Keonjhar - OSPCB",Keonjhar,Odisha,6,70,0
"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,6,112,0
"Divisional Forest Office, Rairangpur - OSPCB",Rairangpur,Odisha,6,144,0
"Fertilizer Township, Rourkela - OSPCB",Rourkela,Odisha,6,173,0
"Raghunathpali, Rourkela - OSPCB",Rourkela,Odisha,6,242,0
"Sector-2, Rourkela - OSPCB",Rourkela,Odisha,6,167,0
"OMC Colony, Suakati - OSPCB",Suakati,Odisha,6,164,0
"Talcher Coalfields,Talcher - OSPCB",Talcher,Odisha,6,208,0
"Barsua Iron Ore Mines, Tensa - OSPCB",Tensa,Odisha,6,131,0
"Jawahar Nagar, Puducherry - PPCC",Puducherry,Puducherry,6,76,0
"Golden Temple, Amritsar - PPCB",Amritsar,Punjab,6,161,0
"Hardev Nagar, Bathinda - PPCB",Bathinda,Punjab,6,113,0
"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,6,227,0
"Kalal Majra, Khanna - PPCB",Khanna,Punjab,6,190,0
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,Punjab,6,276,0
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,Punjab,6,248,0
"Model Town, Patiala - PPCB",Patiala,Punjab,6,174,0
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,Punjab,6,180,0
"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,6,107,0
"Moti Doongri, Alwar - RSPCB",Alwar,Rajasthan,6,106,0
"Rati Talai, Banswara - RSPCB",Banswara,Rajasthan,6,178,0
"Bamboliya, Baran - RSPCB",Baran,Rajasthan,6,239,0
"Railway Colony, Barmer - RSPCB",Barmer,Rajasthan,6,130,0
"Krishna Nagar, Bharatpur - RSPCB",Bharatpur,Rajasthan,6,87,0
"Pratap Nagar, Bhilwara - RSPCB",Bhilwara,Rajasthan,6,222,0
"RIICO Ind. Area III, Bhiwadi - RSPCB",Bhiwadi,Rajasthan,6,168,0
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Bhiwadi,Rajasthan,6,135,0
"MM Ground, Bikaner - RSPCB",Bikaner,Rajasthan,6,162,0
"New Colony, Bundi - RSPCB",Bundi,Rajasthan,6,202,0
"Shastri Nagar, Chittorgarh - RSPCB",Chittorgarh,Rajasthan,6,241,0
"Subash Chowk, Churu - RSPCB",Churu,Rajasthan,6,180,0
"Khatikan Mohalla, Dausa - RSPCB",Dausa,Rajasthan,6,128,0
"Raja Ganj, Dholpur - RSPCB",Dholpur,Rajasthan,6,111,0
"Bhoiwada, Dungarpur - RSPCB",Dungarpur,Rajasthan,6,193,0
"Housing Board, Hanumangarh - RSPCB",Hanumangarh,Rajasthan,6,204,0
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,6,121,0
"Mansarovar Sector-12, Jaipur - RSPCB",Jaipur,Rajasthan,6,268,0
"Police Commissionerate, Jaipur - RSPCB",Jaipur,Rajasthan,6,194,0
"RIICO Sitapura, Jaipur - RSPCB",Jaipur,Rajasthan,6,273,0
"Sector-2 Murlipura, Jaipur - RSPCB",Jaipur,Rajasthan,6,178,0
"Shastri Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,6,228,0
"Sadar Bazar, Jaisalmer - RSPCB",Jaisalmer,Rajasthan,6,177,0
"Mudtra Sili, Jalore - RSPCB",Jalore,Rajasthan,6,191,0
"Rajlaxmi Nagar, Jhalawar - RSPCB",Jhalawar,Rajasthan,6,240,0
"Indra Nagar, Jhunjhunu - RSPCB",Jhunjhunu,Rajasthan,6,125,0
"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,6,294,0
"Digari Kalan, Jodhpur - RSPCB",Jodhpur,Rajasthan,6,200,0
"Jhalamand, Jodhpur - RSPCB",Jodhpur,Rajasthan,6,241,0
"Mandor, Jodhpur - RSPCB",Jodhpur,Rajasthan,6,176,0
"Samrat Ashok Udhyan, Jodhpur - RSPCB",Jodhpur,Rajasthan,6,236,0
"Satyawati Vihar, Karauli - RSPCB",Karauli,Rajasthan,6,153,0
"Dhanmandi, Kota - RSPCB",Kota,Rajasthan,6,296,0
"Nayapura, Kota - RSPCB",Kota,Rajasthan,6,296,0
"Shrinath Puram, Kota - RSPCB",Kota,Rajasthan,6,206,0
"Karni Colony, Nagaur - RSPCB",Nagaur,Rajasthan,6,233,0
"Indira Colony Vistar, Pali - RSPCB",Pali,Rajasthan,6,187,0
"Pragati Nagar, Pratapgarh - RSPCB",Pratapgarh,Rajasthan,6,196,0
"Dhoinda, Rajsamand - RSPCB",Rajsamand,Rajasthan,6,191,0
"Sahu Nagar, Sawai Madhopur - RSPCB",Sawai Madhopur,Rajasthan,6,191,0
"Radhakishan Pura, Sikar - RSPCB",Sikar,Rajasthan,6,201,0
"Vedhaynath Colony, Sirohi - RSPCB",Sirohi,Rajasthan,6,111,0
"Old City, Sri Ganganagar - RSPCB",Sri Ganganagar,Rajasthan,6,248,0
"Shastri Nagar, Tonk - RSPCB",Tonk,Rajasthan,6,279,0
"Ashok Nagar, Udaipur - RSPCB",Udaipur,Rajasthan,6,193,0
"Zero Point GICI, Gangtok - SSPCB",Gangtok,Sikkim,6,63,0
"Keelapalur, Ariyalur - TNPCB",Ariyalur,Tamil Nadu,6,81,0
"Crescent University, Chengalpattu - TNPCB",Chengalpattu,Tamil Nadu,6,95,0
"Alandur Bus Depot, Chennai - CPCB",Chennai,Tamil Nadu,6,206,0
"Arumbakkam, Chennai - TNPCB",Chennai,Tamil Nadu,6,88,0
"Gandhi Nagar_Ennore, Chennai - TNPCB",Chennai,Tamil Nadu,6,92,0
"Kodungaiyur, Chennai - TNPCB",Chennai,Tamil Nadu,6,72,0
"Manali Village, Chennai - TNPCB",Chennai,Tamil Nadu,6,81,0
"Manali, Chennai - CPCB",Chennai,Tamil Nadu,6,99,0
"Perungudi, Chennai - TNPCB",Chennai,Tamil Nadu,6,82,0
"Royapuram, Chennai - TNPCB",Chennai,Tamil Nadu,6,75,0
"Velachery Res. Area, Chennai - CPCB",Chennai,Tamil Nadu,6,55,0
"PSG College of Arts and Science, Coimbatore - TNPCB",Coimbatore,Tamil Nadu,6,155,0
"SIDCO Kurichi, Coimbatore - TNPCB",Coimbatore,Tamil Nadu,6,83,0
"Kudikadu, Cuddalore - TNPCB",Cuddalore,Tamil Nadu,6,92,0
"Semmandalam, Cuddalore - TNPCB",Cuddalore,Tamil Nadu,6,45,0
"Mendonsa Colony, Dindigul - TNPCB",Dindigul,Tamil Nadu,6,135,0
"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",Gummidipoondi,Tamil Nadu,6,160,0
"SIPCOT Phase-1, Hosur - TNPCB",Hosur,Tamil Nadu,6,92,0
"Kilambi, Kanchipuram - TNPCB",Kanchipuram,Tamil Nadu,6,92,0
"Kamadenu Nagar, Karur - TNPCB",Karur,Tamil Nadu,6,105,0
"Uchapatti, Madurai - TNPCB",Madurai,Tamil Nadu,6,62,0
"Velippalayam, Nagapattinam - TNPCB",Nagapattinam,Tamil Nadu,6,92,0
"Bombay Castel, Ooty - TNPCB",Ooty,Tamil Nadu,6,102,0
"Bharathidasan University, Palkalaiperur - TNPCB",Palkalaiperur,Tamil Nadu,6,77,0
"SIPCOT Industrial Park, Perundurai - TNPCB",Perundurai,Tamil Nadu,6,114,0
"SIPCOT Nathampannai, Pudukottai - TNPCB",Pudukottai,Tamil Nadu,6,105,0
"Chalai Bazaar, Ramanathapuram - TNPCB",Ramanathapuram,Tamil Nadu,6,67,0
"VOC Nagar_SIPCOT, Ranipet - TNPCB",Ranipet,Tamil Nadu,6,92,0
"Sona College of Technology, Salem - TNPCB",Salem,Tamil Nadu,6,92,0
"Parisutham Nagar, Thanjavur - TNPCB",Thanjavur,Tamil Nadu,6,50,0
"Meelavittan, Thoothukudi - TNPCB",Thoothukudi,Tamil Nadu,6,65,0
"St Joseph College, Tiruchirappalli - TNPCB",Tiruchirappalli,Tamil Nadu,6,72,0
"Municipal Corporation Office, Tirunelveli - TNPCB",Tirunelveli,Tamil Nadu,6,27,0
"Kumaran College, Tirupur - TNPCB",Tirupur,Tamil Nadu,6,112,0
"Vasanthapuram, Vellore - TNPCB",Vellore,Tamil Nadu,6,92,0
"Collectorate Office, Virudhunagar - TNPCB",Virudhunagar,Tamil Nadu,6,107,0
"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,Telangana,6,137,0
"Central University, Hyderabad - TSPCB",Hyderabad,Telangana,6,148,0
"ECIL Kapra, Hyderabad - TSPCB",Hyderabad,Telangana,6,94,0
"ICRISAT Patancheru, Hyderabad - TSPCB",Hyderabad,Telangana,6,168,0
"IDA Pashamylaram, Hyderabad - TSPCB",Hyderabad,Telangana,6,159,0
"IITH Kandi, Hyderabad - TSPCB",Hyderabad,Telangana,6,105,0
"Kokapet, Hyderabad - TSPCB",Hyderabad,Telangana,6,98,0
"Kompally Municipal Office, Hyderabad - TSPCB",Hyderabad,Telangana,6,59,0
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",Hyderabad,Telangana,6,83,0
"New Malakpet, Hyderabad - TSPCB",Hyderabad,Telangana,6,79,0
"Ramachandrapuram, Hyderabad - TSPCB",Hyderabad,Telangana,6,81,0
"Sanathnagar, Hyderabad - TSPCB",Hyderabad,Telangana,6,277,0
"Somajiguda, Hyderabad - TSPCB",Hyderabad,Telangana,6,95,0
"Zoo Park, Hyderabad - TSPCB",Hyderabad,Telangana,6,166,0
"Bardowali, Agartala - Tripura SPCB",Agartala,Tripura,6,201,0
"Kunjaban, Agartala - Tripura SPCB",Agartala,Tripura,6,201,0
"Manoharpur, Agra - UPPCB",Agra,Uttar Pradesh,6,115,0
"Rohta, Agra - UPPCB",Agra,Uttar Pradesh,6,140,0
"Sanjay Palace, Agra - UPPCB",Agra,Uttar Pradesh,6,196,0
"Sector-3B Avas Vikas Colony, Agra - UPPCB",Agra,Uttar Pradesh,6,181,0
"Shahjahan Garden, Agra - UPPCB",Agra,Uttar Pradesh,6,130,0
"Shastripuram, Agra - UPPCB",Agra,Uttar Pradesh,6,140,0
"New Collectorate, Baghpat - UPPCB",Baghpat,Uttar Pradesh,6,187,0
"Sardar Patel Inter College, Baghpat - UPPCB",Baghpat,Uttar Pradesh,6,260,0
"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,6,70,0
"Rajendra Nagar, Bareilly - UPPCB",Bareilly,Uttar Pradesh,6,81,0
"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,Uttar Pradesh,6,252,0
"Nagla Bhau, Firozabad - UPPCB",Firozabad,Uttar Pradesh,6,138,0
"Vibhab Nagar, Firozabad - UPPCB",Firozabad,Uttar Pradesh,6,106,0
"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,6,197,0
"Loni, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,6,348,0
"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,6,311,0
"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,Uttar Pradesh,6,270,0
"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",Gorakhpur,Uttar Pradesh,6,193,0
"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,6,297,0
"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,Uttar Pradesh,6,257,0
"Anand Vihar, Hapur - UPPCB",Hapur,Uttar Pradesh,6,313,0
"Shivaji Nagar, Jhansi - UPPCB",Jhansi,Uttar Pradesh,6,130,0
"FTI Kidwai Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,6,139,0
"IITK, Kanpur - IITK",Kanpur,Uttar Pradesh,6,187,0
"NSI Kalyanpur, Kanpur - UPPCB",Kanpur,Uttar Pradesh,6,132,0
"Nehru Nagar, Kanpur - UPPCB",Kanpur,Uttar Pradesh,6,176,0
"Kalindi Kunj, Khurja - UPPCB",Khurja,Uttar Pradesh,6,240,0
"B R Ambedkar University, Lucknow - UPPCB",Lucknow,Uttar Pradesh,6,121,0
"Gomti Nagar, Lucknow - UPPCB",Lucknow,Uttar Pradesh,6,192,0
"Kendriya Vidyalaya, Lucknow - CPCB",Lucknow,Uttar Pradesh,6,236,0
"Kukrail Picnic Spot-1, Lucknow - UPPCB",Lucknow,Uttar Pradesh,6,112,0
"Lalbagh, Lucknow - CPCB",Lucknow,Uttar Pradesh,6,305,0
"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,Uttar Pradesh,6,259,0
"Ganga Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,6,251,0
"Jai Bhim Nagar, Meerut - UPPCB",Meerut,Uttar Pradesh,6,330,0
"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,Uttar Pradesh,6,273,0
"Buddhi Vihar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,112,0
"Eco Herbal Park, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,127,0
"Employment Office, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,106,0
"Jigar Colony, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,84,0
"Kashiram Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,171,0
"Lajpat Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,187,0
"Transport Nagar, Moradabad - UPPCB",Moradabad,Uttar Pradesh,6,139,0
"New Mandi, Muzaffarnagar - UPPCB",Muzaffarnagar,Uttar Pradesh,6,257,0
"Sector - 125, Noida - UPPCB",Noida,Uttar Pradesh,6,223,0
"Sector - 62, Noida - IMD",Noida,Uttar Pradesh,6,340,0
"Sector-1, Noida - UPPCB",Noida,Uttar Pradesh,6,269,0
"Sector-116, Noida - UPPCB",Noida,Uttar Pradesh,6,227,0
"Jhunsi, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,6,93,0
"Motilal Nehru NIT, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,6,98,0
"Nagar Nigam, Prayagraj - UPPCB",Prayagraj,Uttar Pradesh,6,105,0
"Ardhali Bazar, Varanasi - UPPCB",Varanasi,Uttar Pradesh,6,119,0
"Bhelupur, Varanasi - UPPCB",Varanasi,Uttar Pradesh,6,146,0
"IESD Banaras Hindu University, Varanasi - UPPCB",Varanasi,Uttar Pradesh,6,83,0
"Maldahiya, Varanasi - UPPCB",Varanasi,Uttar Pradesh,6,203,0
"Omex Eternity, Vrindavan - UPPCB",Vrindavan,Uttar Pradesh,6,156,0
"Doon University, Dehradun - UKPCB",Dehradun,Uttarakhand,6,113,0
"Govt. Girls Inter College, Kashipur - UKPCB",Kashipur,Uttarakhand,6,74,0
"Shivaji Nagar, Rishikesh - UKPCB",Rishikesh,Uttarakhand,6,77,0
"Asansol Court Area, Asansol - WBPCB",Asansol,West Bengal,6,319,0
"Evelyn Lodge, Asansol - WBPCB",Asansol,West Bengal,6,310,0
"Mahabir Colliery, Asansol - WBPCB",Asansol,West Bengal,6,288,0
"Trivenidevi Bhalotia College, Asansol - WBPCB",Asansol,West Bengal,6,358,0
"SVSPA Campus, Barrackpore - WBPCB",Barrackpore,West Bengal,6,305,0
"Mahishkapur Road_B-Zone, Durgapur - WBPCB",Durgapur,West Bengal,6,343,0
"PCBL Residential Complex, Durgapur - WBPCB",Durgapur,West Bengal,6,340,0
"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,West Bengal,6,305,0
"Priyambada Housing Estate, Haldia - WBPCB",Haldia,West Bengal,6,254,0
"Belur Math, Howrah - WBPCB",Howrah,West Bengal,6,246,0
"Botanical Garden, Howrah - WBPCB",Howrah,West Bengal,6,268,0
"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,6,321,0
"Ghusuri, Howrah - WBPCB",Howrah,West Bengal,6,339,0
"Padmapukur, Howrah - WBPCB",Howrah,West Bengal,6,317,0
"Ballygunge, Kolkata - WBPCB",Kolkata,West Bengal,6,267,0
"Bidhannagar, Kolkata - WBPCB",Kolkata,West Bengal,6,221,0
"Fort William, Kolkata - WBPCB",Kolkata,West Bengal,6,260,0
"Jadavpur, Kolkata - WBPCB",Kolkata,West Bengal,6,178,0
"Rabindra Bharati University, Kolkata - WBPCB",Kolkata,West Bengal,6,186,0
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,West Bengal,6,193,0
"Victoria, Kolkata - WBPCB",Kolkata,West Bengal,6,232,0
"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,West Bengal,6,65,0
"Secretariat, Amaravati - APPCB",Amaravati,Andhra Pradesh,7,109,0
"Gulzarpet, Anantapur - APPCB",Anantapur,Andhra Pradesh,7,86,0
"Gangineni Cheruvu, Chittoor - APPCB",Chittoor,Andhra Pradesh,7,133,0
"Yerramukkapalli, Kadapa - APPCB",Kadapa,Andhra Pradesh,7,108,0
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,Andhra Pradesh,7,135,0
"Tirumala, Tirupati - APPCB",Tirupati,Andhra Pradesh,7,136,0
"Vaikuntapuram, Tirupati - APPCB",Tirupati,Andhra Pradesh,7,109,0
"HB Colony, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,7,55,0
"Kanuru, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,7,80,0
"Rajiv Gandhi Park, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,7,61,0
"Rajiv Nagar, Vijayawada - APPCB",Vijayawada,Andhra Pradesh,7,109,0
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,Andhra Pradesh,7,193,0
"Naharlagun, Naharlagun - APSPCB",Naharlagun,Arunachal Pradesh,7,52,0
"Central Academy for SFS, Byrnihat - PCBA",Byrnihat,Assam,7,73,0
"IITG, Guwahati - PCBA",Guwahati,Assam,7,73,0
"LGBI Airport, Guwahati - PCBA",Guwahati,Assam,7,127,0
"Pan Bazaar, Guwahati - PCBA",Guwahati,Assam,7,34,0
"Railway Colony, Guwahati - PCBA",Guwahati,Assam,7,63,0
"Christianpatty, Nagaon - PCBA",Nagaon,Assam,7,102,0
"Bata Chowk, Nalbari - PCBA",Nalbari,Assam,7,84,0
"Tarapur, Silchar - PCBA",Silchar,Assam,7,61,0
"Girls College, Sivasagar - PCBA",Sivasagar,Assam,7,42,0
"Kharahiya Basti, Araria - BSPCB",Araria,Bihar,7,326,0
"New DM Office, Arrah - BSPCB",Arrah,Bihar,7,94,0
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,Bihar,7,173,0
"Lohiyanagar, Begusarai - BSPCB (Formerly known as DRCC Anandpur)",Begusarai,Bihar,7,216,0
"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,Bihar,7,232,0
"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,7,290,0
"Mayaganj, Bhagalpur - BSPCB",Bhagalpur,Bihar,7,295,0
"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,7,248,0
"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",Buxar,Bihar,7,219,0
"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,7,185,0
"Town Hall - Lal Bagh, Darbhanga - BSPCB",Darbhanga,Bihar,7,232,0
"Collectorate, Gaya - BSPCB",Gaya,Bihar,7,171,0
"Kareemganj, Gaya - BSPCB",Gaya,Bihar,7,275,0
"SFTI Kusdihra, Gaya - BSPCB",Gaya,Bihar,7,112,0
"Industrial Area, Hajipur - BSPCB",Hajipur,Bihar,7,328,0
"Mirchaibari, Katihar - BSPCB",Katihar,Bihar,7,254,0
"SDM Office_Khagra, Kishanganj - BSPCB",Kishanganj,Bihar,7,279,0
"Forest Rest House, Manguraha - BSPCB",Manguraha,Bihar,7,123,0
"Gandak Colony, Motihari - BSPCB",Motihari,Bihar,7,250,0
"Town Hall, Munger - BSPCB",Munger,Bihar,7,214,0
"Buddha Colony, Muzaffarpur - BSPCB",Muzaffarpur,Bihar,7,331,0
"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",Muzaffarpur,Bihar,7,215,0
